Speaker	Sentence
S:	"""I ain’t seen Freddy,"""
S:	"""I bet,"""
S:	in forty years.
S:	He live out in California.
S:	How many people actually graduated?
S:	In my class?
S:	Yeah.
S:	Thirty-seven or thirty-eight.
S:	And only three of them are still alive?
S:	"""It was eighty-something in 10th grade,"""
S:	"""and the boys,"""
S:	"""they went to the Army and they flied,"""
S:	‘cause they was going draft them.
S:	Got drafted.
S:	They didn’t have the rules they have now.
S:	We had one of the best football teams in this area for a long time.
S:	Because there wasn’t no age limit.
S:	"""One of them guys go to school on that football team,"""
S:	they’d drop out.
S:	"""Go back,"""
S:	"""some of them twenty-two,"""
S:	"""twenty-three years old,"""
S:	"""still doing high school football,"""
S:	they playing football.
S:	And Lincoln High School played Bethune-Cookman College one year.
S:	"""But the boys,"""
S:	"""they were adults,"""
S:	had to drop out of school.
S:	But the Army take care of that when the war started.
S:	"""When I left school,"""
S:	"""when I came out of high school,"""
S:	I weighed 142 pounds.
S:	"""I was real skinny,"""
S:	weighed 142.
S:	"""When I graduated high school,"""
S:	I barely made 100.
S:	"""I weighed 142,"""
S:	and I came out the Army and I weighed 172.
S:	"""I been up to 282,"""
S:	but I’m back down now about 235.
S:	I need to lose some more weight.
S:	How long were you out of high school before you entered the Army?
S:	Wasn’t too long.
S:	"""‘Cause see,"""
S:	"""I was seventeen after I finished high school,"""
S:	and I wasn’t eighteen until December.
S:	"""And when I turned,"""
S:	"""I turned eighteen in December,"""
S:	"""I was drafted in 45. Before the war was over with I was drafted. There was wiley young guys in there too. Young boys. I wonder about some guys I was in the army with sometimes. They was wiley guys from Alabama Mississippi Ohio []. And most of them they just finished high school. And I was on with some guys from some of those [] was surrogated. Some guys from Arlo- I think Arlo,"""
S:	they spoke Spanish.
S:	"""And I had to learn how to use some of the words,"""
S:	but I forgot after I got out of there.
S:	"""They could speak English and Spanish,"""
S:	see?
S:	And I learned a few of the words.
S:	"""Well,"""
S:	"""I guess,"""
S:	is there anything you want to end with?
S:	Huh?
S:	Any comment you want to end with?
S:	"""Like,"""
S:	anything you felt that you wanted to say that you haven’t said?
S:	"""Well,"""
S:	I just believe in treating my fellow man the way I want to be treated.
S:	"""Don’t care if White,"""
S:	"""Black,"""
S:	"""blue,"""
S:	"""or green,"""
S:	everybody supposed to be treated fairly.
S:	Everybody have feelings.
S:	And not supposed to mistreat nobody.
S:	I just don’t believe in that.
S:	"""My parents,"""
S:	they believed in that.
S:	"""I was blessed,"""
S:	"""though,"""
S:	because I think about—we killed hogs.
S:	We had beef from year round in the smokehouse hanging up.
S:	"""Had syrup,"""
S:	"""jelly,"""
S:	and had all that food there.
S:	"""It was going—we had sweet potatoes,"""
S:	"""potatoes,"""
S:	"""had plenty of chicken,"""
S:	ducks.
S:	Something killed all my chickens.
S:	"""I like them chickens,"""
S:	something killed all my chickens except four.
S:	I may buy me some more.
S:	"""Something get in my chicken yard,"""
S:	eat them up.
S:	"""Killed them all but four,"""
S:	before they finally was blocked out.
S:	I need to buy me some more.
S:	I like to have chickens out there.
S:	"""I went up there yesterday,"""
S:	I took the last buck.
S:	We finally found the last hole.
S:	The top of the pen and everything.
S:	I’m going get me about ten or fifteen more hens.
S:	I like to have me some chickens.
S:	"""I get out there and ride that tractor,"""
S:	my hip [] at the joint. My hip. I have a riding mower back here. My nephew say he'll do all the- do it and that he might as well. He threw the motor up in it 'til it's upside-down all the oil came out and started with the [] on it. It blew the motor up. We got two riding mowers out there in Kelsey. So I went on and bought me a push mower but it got []. A lot over there [] this house ya hear? I sure hate that yeah I miss that mower.
S:	"""You wake up one morning,"""
S:	"""have your birthday,"""
S:	"""and then wake up the next morning,"""
S:	you have Christmas.
S:	Mmhm.
S:	"""But during that time,"""
S:	"""they had to put the tree,"""
S:	they put all of the presents under the Christmas tree.
S:	"""And in the country,"""
S:	they had those Christmas plays.
S:	"""they’d have a play,"""
S:	"""out there in the church,"""
S:	"""you have a tree,"""
S:	and people have presents under it.
S:	It was different than the way they do it now.
S:	Do you have any hobbies that you’ve done over the years?
S:	What’d you say?
S:	Hobbies or anything like that?
S:	I liked to hunt when I was younger.
S:	What’d you hunt? What'd you hunt?
S:	"""Hm? Well,"""
S:	"""I went hunting at night,"""
S:	raccoons and all those different things.
S:	"""We’d go hunting at night,"""
S:	"""raccoon,"""
S:	"""and opossum,"""
S:	all those different things that roam at night.
S:	We'd hunt rabbits and things in the daytime.
S:	We’d do all that;
S:	fishing too.
S:	We fished a whole lot.
S:	"""We have a—on the lakefront,"""
S:	"""near the lake,"""
S:	my daddy’d catch bass that long out there.
S:	We still have a lake right on.
S:	"""And we’d clear the end for dying weeds,"""
S:	and go all over the lake.
S:	The state purchased the lake back;
S:	"""they got a big old,"""
S:	"""what you might call a dell,"""
S:	or what you call it?
S:	"""For people to walk across,"""
S:	walk down there.
S:	They ain’t completed it yet.
S:	"""Out on side the lake,"""
S:	and I fished and walked beside the lake.
S:	"""Well see,"""
S:	I walked that that was a short walk for me.
S:	"""I used to walk over all them woods,"""
S:	wouldn’t be tired.
S:	"""I was young then,"""
S:	see?
S:	"""You get older,"""
S:	"""make a difference. And he never see it grows no more. [] grow ain't never see it no more. And about 10 so years back [] from [] Hill his dad and his momma. His mother and father. They came from Cambridge South Carolina and they were Butlers. They weren't the same Butlers now but they came from the same area. Well see communication's different now you couldn't make no communication. But he knew he had the same old brothers. Never tell no one. Said now [] caught on over []. And so they end up down here by Mikanopee. With me at Kirkwood. Mickanopee where they end up at and the slave master's son- my daddy'd tell me about this I don't know- they said before he left the dorm he had saddled a horse up for him at night he'd go on. He'd come back into the 3 4 something in the morning. And one particular morning he came in and the horse just went on over. The horse died and he told his boss that my great-great grandaddy had the horse and he whipped him with a [] whip. He whipped him ripped his back up and all that with that whip. He said he got drafted to the Union army during the war. And he don't have no answers for- they was trying to [] on plantations. And he ain't got killed in the war. He was happy he ain't got killed 'cause he ain't got whipped for nothing. He was glad he got help and it wasn't for nothing. A lot of things happened to people and so what happened in- we had a brother and he went into the war in 1882 and my son bought a 40 acre chunk of land. A 40- we have land over there. And one part between that land is []. He bought it for 40 acres was 75 dollars. And he sold it later on for 100 dollars. And land that they got change so they upped the price a little bit. But my parents when they bought that home the house that they have now we bought more land to go with it but they bought that and said he paid I think about 50 dollar 40 during the time. They had to have it redone over and see that would be [] on that land now. 50 dollar. And things have changed so much. I remember when I was a boy he was holdding logs. They held the hydraulics up. They had 4 mules about there. There was a long road that had- they'd slide up on the box car and start pulling the box car. And they shipped a load they had less or more room [] beans. There was a refrigerator car they'd put lots of ice in it. [] and [] there. They get inside it. I said """"Heck all the beans they got there."""" Get inside it. Ice about over they sure enough know. Melting to Philadelphia to replace it. [] shipment. And then we'd get- my daddy would ship the whiskey on. My daddy said """"Hey Cici y'all don't have any trees right?"""" She'd say """"What's up mister?"""" """"My neighbor won't sell this and my [] and y'all didn't want it."""" You see I won't never forget. Daddy changed that little- they got through the [] then they were gone and what he got. She gave the money to him what I'm saying but it was definitely from a different world. My daddy paid for that car. He was at a """
S:	29 Model A Ford.
S:	He told me he paid more for it than the White guy across the road there who had bought one.
S:	"""He bought his a month different,"""
S:	"""and he paid a hundred dollars less than him,"""
S:	than my daddy did.
S:	"""A lot of this just went on,"""
S:	though.
S:	Plenty of it.
S:	"""Back during that time,"""
S:	they would kill cows in the stores all around here in the Black community.
S:	"""And people would go out and butcher them cows,"""
S:	"""and bring a quarter to this store,"""
S:	"""and that store,"""
S:	that store.
S:	"""And they would give the ox tail away,"""
S:	"""and they give the head,"""
S:	"""when they get that,"""
S:	give it away.
S:	"""But now,"""
S:	oxtail is real high now.
S:	And they threw the head away.
S:	"""But ain’t nothing free now,"""
S:	hardly.
S:	Everything out there changed.
S:	They had a party over there the other night.
S:	I don’t know what. They were sort of over there.
S:	I was sitting on the porch.
S:	"""I don’t know how they do it,"""
S:	they were saying so all of them talk at one time.
S:	"""Boy,"""
S:	"""they was talking,"""
S:	and they were high too.
S:	They were drinking their beer and stuff.
S:	"""Having fun,"""
S:	though.
S:	You have fun;
S:	"""you get old,"""
S:	you can't have it.
S:	Probably sleeping now.
S:	I got a meeting to go to later on.
S:	"""Well,"""
S:	I’m done unless you have anything else you want to add.
S:	I don’t guess so.
S:	I can talk a long time.
S:	about this. The weekend too long and the banks closed that boy. That's the man doing the cemetery. I'll go over there get him his money before I- I get up in the morning before they []. But the bank over there by [] closed. I'll have to get it in the morning now. Hey you know the cleaning the cemetery moves and lives in different things. Out there- I would sit there. I would [] out there by Sam. You know where Sam at? On 13th Street? Back here now. Somebody they threw all that trash all over part of the cemetery. See you go to the dump at the []. The same place he goes. That's where he going.It's amazing [] that fan running fast 
S:	but the other part of the house is real cool.
S:	"""So I haven’t been out here,"""
S:	see?
S:	This used to be an open porch that you closed in?
S:	"""Mmhm,"""
S:	I closed this in.
