speaker	text	nullCopula	personNumberAgreement	multipleNegators	existentialItDEY	perfectDone	remotePastBIN	habitualBe
L:	It's not going to stop.							
S:	Yeah, it's not going to stop.							
S:	It's a cycle; looks like it's not ever going to stop.							
L:	Okay so, wow!							
L:	I love it.							
L:	And so let's see.							
L:	Parents.							
L:	Your father's—?							
S:	Name was Alfonso.							
L:	A-L-F-?							
S:	F-O-N-S-O Cooper.							
L:	And?							
S:	My mother was name Essie Mae London.							
L:	Was that E-S-?							
S:	E-S-S-I-E Her middle name is Mae, M-A-E London, that was her maiden name, and Cooper.							
L:	And then, your grandmother's name?							
S:	Lilly Bell Hall London.							
L:	London.							
L:	Okay.							
L:	And your sister's name?							
S:	Agnes.							
S:	A-G-N-E-S							
S:	Her name is Agnes Scott Osborne.							
L:	O-S-M?							
S:	O-S-B-O-R-N-E							
L:	O-S-B Oh, Osborne.							
L:	Oh, okay.							
L:	Okay, and just dates.							
L:	Your father's birthdate?							
L:	Do you remember?							
S:	I don't know it.							
S:	My mother's birthday is nine twenty-two, 1916.							
L:	Nine twenty-two, 1916.							
S:	And my grandmother was eleven oh-eight, 1897.							
L:	1897.							
L:	And when did she die?							
S:	February 1st, 1996.							
S:	She was ninety and a half.							
L:	Wow, and do you remember the dates that your parents died?							
S:	No, I don't remember when my father died, but my mother died—oh, Lord.							
S:	Oh, she died in 95, so it had to be October 7th, 1995.							
S:	Because my Grandmother died after her.							
S:	She died in 96.							
L:	All right.							
L:	I have most of the stuff.							
L:	Thank you so much for doing this.							
S:	You're welcome.							
L:	I had—it was wonderful.							
S:	Well I'm glad you enjoyed it.							
S:	I was glad to be able to do it, because I really did love my school!							
S:	I really did.							
S:	I really did.							
S:	Because we really had to learn a lot.							
S:	I learned to sew, I learned to cook, I learned the etiquette of it, you know— how to do everything; we was taught that.							
S:	I was, I'm thinking myself, we were being trained as if we was not going to go any further than high school.							
S:	That's the way I—I mean, to me.							
S:	That's the way I felt.							
S:	At least you would be.							
L:	If you needed to go out—							
S:	If you needed to go out and you had children, you could make their clothes, you could cook—you know, I mean—							
L:	They raised the whole—everything.							
L:	Every aspect, they covered.							
S:	So, we was taught that.							
L:	Actually, if I have some extra questions, like if I, when I type it out and stuff, may I contact you again?							
S:	Yes.							
L:	And honestly, I'm actually really interested to hear maybe, possibly coming back and talking about you being a nurse and working in the hospitals in Gainesville.							
L:	If you're ever interested, I'd love to hear it!							
S:	Well I enjoyed my work, because the people always would say—you know I had problems just like everybody else, but when I'd get to my job site, just before I walk in that door, everything was left outside.							
S:	I'd go in and I'd have a smile, and everybody say that's the way I was in school.							
S:	And somebody told me, say, "Margaret, you still have that smile.							
S:	When are you going to lose it?							
S:	" I hope I never do.							
S:	But that's the way I was.							
S:	I mean I didn't let—because there was nothing I could do about it.							
S:	So I know the patients, they're feeling bad.							
S:	They don't need you to be sour and not do something, just talk to them rough or anything.							
S:	I didn't do that.							
S:	I remember I had this patient, she was a kidney patient of Dr. Cade.							
S:	Do you remember Dr. Cade?							
L:	Yes,							
L:	yeah.							
S:	He started that Gatorade and he used to bring it in a quart jar.							
S:	And he used to take a little medicine cup, and maybe he'd give this one fifteen cc's, and that one might need thirty.							
S:	But it was not too much, because they couldn't have a lot of fluids.							
S:	So, he was doing that.							
S:	And they brought this lady in from Jacksonville, and she was my patient and I remember they put her on 464.							
S:	I says, "Actually, she looks pretty sick.							
S:	She really needs to be in ICU"							
S:	She was in and out of it, so I kept—they always said be careful of what you're saying, because even—the brain is the last to go.							
S:	So—and they hear you—you know, talking.							
S:	And sometimes they can come back and tell.							
L:	Even if they're unconscious and not responsive, they can tell.							
S:	Yes, mmhm!							
S:	They can tell you.							
S:	So, I finally got her put in medical intensive care, and she went home to Jacksonville.							
S:	Then she got better, and she went home							
S:	and she came back.							
S:	And I guess she remembered my face or something, but she says, "You took very good care of me."							
S:	I said, "You sure it was me?"							
S:	She say, "Yes, it was you.							
S:	You was the one that kept saying I needed to be in intensive care, and somehow I got to intensive care							
S:	and I know you had a hand in it."							
S:	And then I looked at her name—she wasn't my patient—and then I looked and said, "Oh yes, I remember you now."							
S:	She say, "Yes, and I thank you so much.							
S:	If I had stayed where I was, I probably wouldn't have made it.							
S:	" I says, "Well, I don't know about that, but I'm glad you're doing much better."							
S:	So I think she lived like maybe two more years.							
S:	Then I asked Dr. Cade about her and he told me, "You really did have a profound something on her, because she asked about you."							
S:	So, she remembered my name and everything!							
S:	So I says, "Okay, well I'm glad I did something to really help.							
S:	" I had this patient that when I did private duty, he had had this major heart attack, stroke, and everything, and brought him from the VA							
S:	The lady thought he was just going to live about two weeks.							
S:	That's what they told him.							
S:	And I start working with him; I worked for him for seven years.							
L:	Wow.							
L:	From that point when they were like, "He's got this long.							
L:	"							
L:	Seven years!							
S:	And she'd just leave me in!							
S:	The last time I had to get him to the hospital, he said, "Don't call the rescue, you can get me there!							
S:	You can get me there!"							
S:	I said, "I don't know if I can do that.							
S:	I better call the re—" "No!							
S:	No!							
S:	No!							
S:	You'll get me there!							
S:	You'll get me there!							
S:	" I had all of his cars to get him in, and I'm trying to call her to tell her she needs to get to the hospital.							
S:	"You handle it!							
S:	I'll be there!							
S:	You handle it!"							
S:	I say, "Oh, don't put it all on me; you need to be here to see about your husband!							
S:	He's in here."							
S:	And he and I both was in the hospital at the same time.							
S:	And I saw her							
S:	and I looked, so I asked the nurse.							
S:	I say, "Is there a Mr. Herndon in ICU?"							
S:	She say, "I'll check to see."							
S:	I said, "Well, when you go back, see if his wife is in there.							
S:	She's a little short lady and her name is Herndon."							
S:	So she got her							
S:	and she brought her in there.							
S:	She say, "Margaret, you wouldn't want to see him.							
S:	He wouldn't want you to see him that way."							
S:	He was on his way out and he got really, really sick.							
S:	She say, "I don't want you to see him like that.							
S:	I can't hardly take it myself."							
S:	I says, "Okay, all right.							
S:	I'll keep you in my prayers.							
S:	Saying everything so nice.							
S:	" I went to see her cause they had put her in Oak Hammock.							
S:	She say, "You know I don't want to be here, can't you take care of me?"							
S:	I says, "I wish I could!							
S:	I just came by to see you!							
S:	I wish I could take care of you, but I can't.							
S:	I just can't."							
S:	Because since all of that, I have a pacemaker, and I have a stint put in.							
S:	I just can't take care of her.							
L:	You've got to take care of you!							
S:	Yeah, I can't have a lot of pressure on me anymore, and Dr. Silverstein told me, he says, "I don't want you to stress.							
S:	I don't want you to stress yourself."							
S:	So I know that I wouldn't want to take that on.							
S:	I wish I would've been in shape to take care of her, because she was nice to me.							
S:	They both were.							
S:	They didn't have any children.							
S:	And her nephew, they sort of like adopted him, and he lives in some part of South Carolina.							
S:	And he wouldn't get married.							
S:	He says, "I'm not going to get married if y'all can't come."							
S:	So she said, "But Turner!"							
S:	I says, "Oh, he can ride that plane with you!							
S:	Because when I used to take him everywhere he needed to go."							
S:	But she, you know he was letting her know that.							
S:	I say, "You can do it.							
S:	You can do it.							
S:	You can get on the plane.							
S:	"							
S:	So I took them to the airport, and the peoples got him in the wheelchair, and got him on the plane.							
S:	I said, "It'll be no problem, and when you get ready to come back, just call me, and I'll come back and pick you up."							
L:	Easy as pie.							
S:	No problem.							
S:	She wouldn't even—we went to the hotel in Jacksonville out to the airport where they was having a disability awareness, and Dr. Varn was his doctor.							
S:	And Mr. Herndon, I'm telling you, that man, you wouldn't believe he had a stroke and all, and heart attack and stuff.							
S:	His mind was so sharp.							
S:	I mean, ugh!							
S:	My God, that man had it!							
L:	Even after a stroke?							
S:	He had a mind—he even beat the—you know how they have all these tests they have you do at the VA?							
S:	They were testing him and all this kind of stuff?							
S:	He beat that stuff.							
S:	And Dr. Varn wanted to really show him off, you know, so she wanted him to come.							
S:	So I said, "Mr.—" She say, "Oh no, Margaret, I can't do it.							
S:	You have to do it.							
S:	You have to do.							
S:	" I say, "But you need to be with him.							
S:	Tom will fix it."							
S:	So he called and told them he needed two rooms.							
S:	So when I got there, I had on my nurse's uniform—everything, you know; my nametag and all.							
S:	So the person at the desk, he kept looking.							
S:	He say, "Is there a problem?"							
S:	"No."							
S:	He say, "Well I'd like to know if there is a problem.							
S:	Mrs. Sharpe is my nurse, and I can't go any place without her.							
S:	She is a professional person.							
S:	And I'd like to have those two rooms."							
S:	Because see, he'd open the door between me and him so I could hear him if he needed to get up, because sometime he wouldd keep his brace on, but he really should pull it off and let his leg rest.							
S:	So, I would have to help him to, you know, get his brace on and go to the bathroom.							
S:	So, he was looking so—that man was really cut down.							
S:	"I'm sorry, I'm sorry, I'm sorry."							
S:	And he'd tell me that everywhere we'd go, everywhere I'd take him, he'd say, "Now, this is a redneck place."							
S:	He say, "But you stick with me, they not going to bother you."							
S:	And one place I went to take him to his meeting, because he was high up in that forestry stuff, and I took him. "							
S:	Tom, your maid!"							
S:	He cursed, "I don't have no so-and-so maid!							
S:	Mrs. Sharpe is a professional person!							
S:	She is a nurse!							
S:	And she is my nurse!							
S:	" I mean you know how the people try to put you down?							
S:	Although I'm dressed, now.							
S:	My nametag saying who I was.							
S:	I got my pin on and everything, and my nurse's cap, because when I always took him out places, I always was dressed in my uniform.							
S:	Especially if I know we was going somewhere or where he wanted to go.							
L:	What year was this?							
L:	Like, back in the—?							
S:	Back in the 70s, yeah.							
S:	Mmhm.							
L:	And was he White?							
S:	Yeah.							
S:	He was White.							
L:	And would people come up to you and harass?							
L:	Or try?							
S:	Try, yeah.							
S:	Because I mean, because he was saying, like they was trying to disregard that I was a nurse.							
S:	Yeah, they'd come, "Tom, your maid so and so and so."							
S:	And boy, he'd get so mad, and cuss them out.							
L:	Even in the 70s?							
L:	That late?							
S:	He'd say, "I don't have no—."							
S:	And then we used to go to practically every restaurant it was, and I'm waiting for him to sign the ticket. "							
S:	Sign that!"							
S:	So when I signed his name, and then I'd put mine on the side over here.							
L:	To know that							
L:	yeah, you signed it.							
S:	Yeah, and finally, after about five years, American Express say—sent him a letter—"Please, the owner of this card, will you please sign this card?							
S:	Sign when you go out, please do that.							
S:	"  Mr. Herndon said, "I'm not even thinking about it.							
S:	They can have their old card back."							
S:	I said, "Oh, Jesus!							
S:	Oh, boy!"							
L:	He's full of fire starter!							
S:	He was a lieutenant colonel for thirty-eight years.							
S:	He was a professor at the university for twenty-seven.							
L:	What did he teach?							
S:	Forestry.							
L:	Forestry?							
L:	Wow.							
L:	What was his name again?							
S:	Tom Herndon.							
L:	Herndon?							
L:	H-U—							
S:	H-E-R-N-D-O-N							
L:	Wow.							
S:	Yep.							
S:	Thomas G Herndon.							
L:	He sounds—							
S:	And I used to take him to the football games.							
S:	He said, "Margaret!							
S:	I never had so much fun as with you, because I love those Gators!							
S:	" Boy, I mean every time they'd make a—do a good run, or a good play: "Yeah!							
S:	Yeah!"							
S:	He say, "I never had so much fun!"							
L:	Like those days at Lincoln?							
S:	Yep, I did.							
S:	I enjoyed taking him, because Mrs. Herndon thought she probably wouldn't have it.							
S:	So me and him take the tickets, because he bought his season tickets every year.							
L:	Wow.							
S:	Yeah.							
S:	But we did.							
S:	I took him a lot of places, and a lot of places in Florida I never would have gone if it hadn't been for him, because I didn't know those places.							
S:	And a lot of them he would take me to, and he'd say, "This is a redneck town."							
S:	"What?"							
S:	He'd say, "You heard of it!"							
S:	"Yeah, but I never really been in a lot of these places.							
S:	"							
S:	He'd say, "Well, this is one.							
S:	I'm telling you because I know.							
S:	" Because he used to travel.							
S:	He got commissioned by the government to go from Pensacola to Key West the whole year and check out the forest and stuff.							
S:	He did that.							
L:	Oh, so he went all through all those towns.							
S:	Uh-huh, oh, yep.							
S:	He knew them.							
S:	He knew those sixty-seven counties that we have.							
L:	And so, he knew which ones were the—							
S:	Mmhm.							
S:	He knew which one was what, and we ended up in two or three of them, and he told me.							
S:	I was saying to myself, "Oh Lord, please don't let nothing happen!							
S:	Don't let these people go crazy!"							
L:	Well, I mean were there any encounters like that, where you had any problems?							
S:	No, because he'd get them told right quick in a hurry, so it was no problem.							
S:	No problem.							
S:	He straightened them out right quick, and and in a hurry.							
S:	And like we going to go get in the—"Oh no!							
S:	Come right up here, Tom! .							
S:	You and your nurse, come right on up front!"							
S:	They were making sure he got his plate or whatever.							
S:	We used to go out to the Austin Carey Farm out here?							
S:	They always had something out there, and it'd be a big group of them, come from all over the state.							
L:	For the forest?							
S:	Yeah, they'd come out there.							
S:	And I remember we went to this dinner, and it was at the top of the building; it was so nice, it was so nice!							
S:	I think I still got that red rose that I got at dinner.							
S:	Yeah, I think I put it in a book; I think I got it somewhere in my room, where I got it.							
S:	It was just so nice.							
S:	I had never been to anything that nice!							
S:	All of these waiters, with their gloves on, and they looked like they was in tuxedos.							
L:	Oh right, with the vests.							
S:	Yes, and oh, they were so nice.							
S:	They were so nice.							
S:	And we—his doctor and him and myself.							
S:	Really nice, and she was so pleased with the way he spoke to those people and everything, about the disability.							
S:	He's like he didn't have no disability, because he goes everywhere, do everything he wanted to do.							
S:	He did.							
S:	So they had—the forestry had a big dance somewhere down south, and I told his wife, "The only thing he won't be able to do is dance, but you can go with him, and you'll have an enjoyable time."							
S:	And she did.							
S:	Because see, the other guys in the group would dance with her, you know, and everything.							
S:	Because she liked to dance.							
S:	And he did too; Mr. Herndon liked to dance, too, but he wasn't able to dance.							
S:	Mmhm.							
S:	But he still enjoyed, because he liked talking to people and everything and all of that.							
L:	Oh,							
L:	yeah!							
L:	It's still a party!							
S:	So she says, "I'm glad you insisted that I go.							
S:	I really did have a good time."							
L:	Yeah.							
S:	Yeah, so.							
S:	I had some good experiences, I'm telling you.							
S:	Yes!							
S:	And working with—.  Audit-edited by: Ryan Morini, July 20, 2017 Final edit by: Ryan Morini, February 17, 2019							
