	Speaker	Text	Person/num. agreement	personNumberAgreement
734	F:	[Well my mother died when I was ten months old, and my older sister told my father to bring us here and she'd help him with us.]	0	0
735	F:	I think it's a fair comparison to draw between the two situations of the economic downfall and the exploitation of people in both instances and in the situation if Haiti it's really the exploitation of the government because they take whatever the wrongdoings they were doing at the price of the people.	0	0
736	F:	There is not a Dr. Gerard Henderson after that forty years.	0	0
737	F:	To hospital administration	0	0
738	F:	It was hard.	0	0
739	F:	but it was wholesome, I like to look back now and I say well, I think I had a nice home life.	0	0
740	F: %PN	[and we was real fond of Jerkins, and it meant a lot to me as a person to be able to come back to Jerkins and enjoy the festivity and meet the other classmates and just a chance at fellowship.]	1	1
741	F:	There are many before me that maybe couple of years older than me that were born in homes.	0	0
742	F:	I didn't play sports because I wasn't big enough to be playing sports.	0	0
743	F:	What was going to happen to him could happen to you, kind of thing.	0	0
744	F:	The pastor is a running pastor.	0	0
745	F: %PN	Those who made the lower score they might have advanced at a higher pace than what they were and much higher than those who advance who were already in the high category because see now I made sure, at least I wanted to make sure, that my children were not falling in the lowest category but I helped them before they went to school and I had them discussing what is in News Week Magazine ins tead of Ebony Magazine and News Week is going to be on the test.	0	1
746	F:	That's where the office was then for the railroad.	0	0
747	F:	Well we had P.E. naturally that was a requirement.	0	0
748	F:	I think because people like my mom and people older than she was they didn't get to finish school, you know, and they wanted the best for their children.	0	0
749	F:	You gonna learn where the library is and try to work with the librarian to get you the proper books and that's what's missing.	0	0
750	F:	Okay, that was when --this is the first action that I had been into.	0	0
751	F:	May is not going, now you run along.”	0	0
752	F:	Now that hadn't been -- that wasn't, the other things were the longest.	0	0
753	F:	[Okay, were y'all good?]	0	0
